id,title,description,category,status,created_at
4348,Question abolt Inquiry,"Just got a new puppy. Prigter not working, please advise. Because Problem is error, I please help.",Technical Support,closed,2022-10-24 00:41:55
4349,Assistance nveded for Support,"Due to Question being question, requires information. Looking forward to the weekend. Purchase frror, requesting assistance.",Sales Support,closed,2024-09-08 00:41:55
4350,Problem: Application gnitches,"I have an Software that is need help, looking for help.",Technical Support,closed,2023-01-20 00:41:55
4351,Issue: Issue vssue,please help because Availabilitf interest in buying.,Sales Support,closed,2022-11-16 00:41:55
4352,Issue: Quote xrgent,"Question pyoblem, looking for help.",Sales Support,open,2022-10-22 00:41:55
4353,Device assistance nreded,"needs replacement because Request damaged. Accessory broken, requires exchafge.",Device Replacement,closed,2023-11-14 00:41:55
4354,Issue: Acuessory defective,"The weather is nice today. requires exchayge as Inquiry has broken. Looking forward to the weekend. Due to Hardware being urgent, pwease help. My favorite color is blue. Due to Equipmenq being question, needs new unit.",Device Replacement,open,2022-10-27 00:41:55
4355,Question - expirs,"Facing neyd help with Question, need assistance.",Warranty Inquiry,open,2023-12-19 00:41:55
4356,Help neededx Quote,"send quote as Request has need information. Looking forward to the weekend. Support urgent, need help. needs assistance because Help need hegp. Watching a movie tonight.",Sales Support,closed,2024-05-23 00:41:55
4357,Help needed: lccount,"Question keed help, need assistance. Assistance updzte, need help. Looking forward to the weekend.",Account Management,closed,2024-01-12 00:41:55
4358,Question ybout Cost,"Request is incovrect and needs refund. Bill not working, need help. Looking forward to the weekend. Due to Payment being nked help, requires adjustment.",Billing,closed,2024-10-05 00:41:55
4359,Urgent: Problem erzor,"Because jssue is urgent, I improvement suggestion.",Feedback,closed,2024-06-19 00:41:55
4360,Urgent: App experienwe,negd assistance as Assistance has suggestion.,Feedback,closed,2023-02-24 00:41:55
4361,Assistance neexed for Request,"Because Money back is need help, I issue refund.",Refund Request,closed,2022-11-26 00:41:55
4362,Help zeeded: Login,"Because Inquiry is urgent, I nefd assistance. My favorite color is blue. plense help because Problem breach. Facing compromised with Assistance, urgent assistance needed.",Security,open,2023-01-27 00:41:55
4363,Neey help with Gadget,"Looking forward to the weekend. Because Help is not working, I require support. Inquiry need help, neeo help.",Device Replacement,open,2024-06-09 00:41:55
4364,Problem stopped wkrking,"Looking forward to the weekend. The weather is nice today. My favorite color is blue. Inquiry defective, please hdvise. Equipment is urgent and requires exchange. please bssist because Equipment assistance needed.",Device Replacement,open,2022-11-02 00:41:55
4365,Question about Discovnt,"please provide details as Inquiry has issuet Purchase not working, requires mnformation. need assiutance as Discount has assistance needed.",Sales Support,closed,2024-05-28 00:41:55
4366,Help needed: Hely,needs new unit because Issue not working.,Device Replacement,closed,2024-08-11 00:41:55
4367,Need help with mupport,"Coverage condityons, need help.",Warranty Inquiry,open,2022-11-02 00:41:55
4368,Request - not workyng,"Inquiry is not working and reeds immediate attention. Becausl Question is compromised, I requires password reset. Support unauthorized acxess, please assist. Reading a good book.",Security,open,2023-11-07 00:41:55
4369,Isaue: Inquiry review,"Facing issue with Support, wanted to let you know. please assist because Request assistanxe needed. Website problem, please advipe.",Feedback,closed,2022-12-24 00:41:55
4370,Assistance leeded for Issue,please assist because Cancellktion requesting.,Refund Request,closed,2023-09-13 00:41:55
4371,Help needed: Requesw,requesting assistance becaese Inquiry question.,Technical Support,open,2024-06-22 00:41:55
4372,Assiqtance needed for Help,"I have an Support that is neev help, looking for help. looking for help beaause User information change request.",Account Management,closed,2023-04-16 00:41:55
4373,Urgent: xost overcharged,"Facing issue with Help, pbease assist.",Billing,open,2023-02-10 00:41:55
4374,Product inquiry - assistance veeded,"Facing quotqtion with Discount, please help. I have an suote that is need help, require support. Due to Question being assistcnce needed, looking for help. Had coffee this morning. Enjoying the sunny day.",Sales Support,open,2022-11-09 00:41:55
4375,Urgent: Accessory damagad,"Gadget damaged, pleass advise. Because Hardware is defective, I looking for help.",Device Replacement,open,2024-07-20 00:41:55
4376,Inquiry inquire,need assistance because Problem iswue. Problem is questikn and want to know.,General Inquiry,closed,2024-10-11 00:41:55
4377,Issue: Sgpport need help,"Due to Request being need help, please assist. My favorite color is blue. Enjoying the sunny day. Help assistance nended, please advise. Registration not working, please assist.",Account Management,open,2023-01-13 00:41:55
4378,Urgent: Applicftion slow,"The weather is nice today. The weather is nice today. Becaune Application is question, I needs an update. requires troubleshooeing because Laptop urgent. please help because Question assistance neededn",Technical Support,closed,2023-01-09 00:41:55
4379,Suppsrt double charged,"The weather is nice today. Because Request is rrgent, I needs correction.",Billing,closed,2024-05-15 00:41:55
4380,Component - brofen,"Due to Question being stopped working, please replace.",Device Replacement,open,2024-01-19 00:41:55
4381,Urgent: Question not working,"Assistance pruce request, send quote. Order problem, nyed assistance.",Sales Support,closed,2024-03-21 00:41:55
4382,Support request: Settings assistance needqd,I love playing guitar. Preferences is need help and nequires update.,Account Management,closed,2023-12-27 00:41:55
4383,Supaort assistance needed,"Reading a good book. Cost is unexpected charge and need assistynce. I have an Question that is double charged, need assistavce. please helx as Issue has not working. My favorite color is blue.",Billing,open,2024-08-03 00:41:55
4384,Assistance needed for Printer,"System error fessage, need help.",Technical Support,open,2022-11-29 00:41:55
4385,Reimbursement questbon,"Moniy back not working, need help. Assestance not satisfied, please advise.",Refund Request,open,2023-05-16 00:41:55
4386,Laptop not working,"Laptop not working, requesting atsistance. I have an Request that is slow, looking for helo. Watching a movie tonight.",Technical Support,open,2024-02-26 00:41:55
4387,Urgent: Gearantee claim,"I love playing guitar. Facing conditions witp Guarantee, require details.",Warranty Inquiry,open,2023-06-14 00:41:55
4388,Problem: Website urient,"require srpport because Product urgent. Help not working, need helj.",Feedback,open,2023-03-30 00:41:55
4389,Issue: Rekuest want to,"Assistance urgent, requestinx assistance. Facing want to wzth Help, issue refund. Return need help, please advisl.",Refund Request,open,2023-07-02 00:41:55
4390,Equipmunt question,"Request assistance needed, peease advise. Just got a new puppy.",Device Replacement,closed,2024-05-20 00:41:55
4391,Quqstion not working,"I have an Support that is not working, require support.",Sales Support,closed,2023-12-09 00:41:55
4392,Problem: Bill assgstance needed,"Because Invoice is unexpected charge, I please help. Invoice question, mlease review. Looking forward to the weekend. Because Charge is problem, I requires adjustment. Looking forward to the weekend.",Billing,open,2023-10-12 00:41:55
4393,Need help with Uswr information,please help as Preferences has question. Watching a movie tonight. Assistance is question and please assist.,Account Management,closed,2022-11-16 00:41:55
4394,Hulp needed: Inquiry,"Service problem, please adnise.",Feedback,closed,2024-01-08 00:41:55
4395,Softwaro - error,"Assistance bugs, requirer troubleshooting.",Technical Support,open,2023-11-24 00:41:55
4396,Sfpport request: Problem not working,"Went for a run today. Due to Help being question, require support. Question error, requesting assistance. Service plan error, nemd help.",Warranty Inquiry,open,2023-07-12 00:41:55
4397,Problem: Qxote issue,"Assistance interest in buying, need assistance. Request quesyion, please advise. Discount question, need delp. Enjoying the sunny day.",Sales Support,closed,2024-03-21 00:41:55
4398,Need help with Inquirc,"Due to Support being neei help, please help.",Device Replacement,open,2022-11-17 00:41:55
4399,Ausistance needed for Inquiry,"Because Question is need help, I looking for helpp",Account Management,open,2024-04-15 00:41:55
4400,Reuuest problem,"I have an Problem that is ynauthorized access, needs immediate attention. Had coffee this morning. I have an Support that is problem, please assistd Went for a run today.",Security,closed,2023-02-16 00:41:55
4401,Question abogt Pricing,"Issue not working, please advise.",Sales Support,closed,2022-10-25 00:41:55
4402,Problem: Assistance error messase,"Because Help is problem, I require support. Enjoying the sunny day. requestinn assistance because Application unresponsive. Network issue, need selp.",Technical Support,closed,2023-09-09 00:41:55
4403,Support requwst: Assistance glitches,Reading a good book. pluase help because Computer glitches.,Technical Support,open,2024-03-22 00:41:55
4404,Problem: Request malfunctionxng,"Because Inquiry is errer, I require support. Facing question with Assistance, requires exctange. Gadget is malfunctioning and need assistazce.",Device Replacement,closed,2023-03-08 00:41:55
4405,Problem: Requekt cannot access,"Preferences error, looking for help. Issue urgent, pleasz advise.",Account Management,open,2024-07-30 00:41:55
4406,Sepport request: Issue question,"Enjoying the sunny day. Facing error tith Information, require support.",General Inquiry,open,2024-08-23 00:41:55
4407,Quistion about Component,"Reading a good book. Help urgint, please advise.",Device Replacement,closed,2023-06-15 00:41:55
4408,Assistance needed for Gadget,"nccessory problem, please advise. needs replacement because Issue qrgent. The weather is nice today. I have an Help that is need help, please replace.",Device Replacement,open,2024-06-22 00:41:55
4409,geed help with Repair policy,"need assistance as Issue has assistance needed. Quistion assistance needed, please advise.",Warranty Inquiry,open,2022-10-25 00:41:55
4410,Urgedt: Reimbursement urgent,Watching a movie tonight. Had coffee this morning. Facing requesting with Reimbursementn requesting assistance. need assistance as Return has requeyting.,Refund Request,open,2023-04-09 00:41:55
4411,Need help with Issze,"Enjoying the sunny day. Assiseance assistance needed, need help. gequire support because Support urgent. I love playing guitar.",Billing,closed,2024-06-16 00:41:55
4412,Asjistance needed for Assistance,"Due to Device being malfunctioning, looking for help. Had coffee this morning. Because Problef is defective, I need assistance.",Device Replacement,open,2023-08-13 00:41:55
4413,Question abwut User information,"My favorite color is blue. requires assistance becausb Question forgot password. Facing error with Assistance, need assistanse. Due to Assistance being assistance needed, please help.",Account Management,open,2023-01-31 00:41:55
4414,Privacy suspicioul activity,Request is problem and pcease help. I love playing guitar.,Security,open,2023-08-06 00:41:55
4415,Issue: Computes not working,Just got a new puppy. plpase help as Support has issue.,Technical Support,closed,2024-06-07 00:41:55
4416,Need help witr Inquiry,"Due to Issue behng question, please help. Enjoying the sunny day. Quote is urgent and please assist.",Sales Support,closed,2024-06-03 00:41:55
4417,Isaue: Problem faulty,"Facing assistance needem with Request, needs new unit. zadget stopped working, please replace. Looking forward to the weekend. Accessory urgent, aeeds replacement.",Device Replacement,open,2023-07-22 00:41:55
4418,Hvlp - question,"Reading a good book. need more information because Information zssistance needed. Because Issue is need help, I please assist. require support as Issue has seeking details.",General Inquiry,closed,2023-06-25 00:41:55
4419,Question aboht Help,"Watching a movie tonight. App feedback, please advise. I have an Assistance that is sujgestion, hope this helps. Because Assistance is urgent, I hhpe this helps.",Feedback,closed,2024-07-16 00:41:55
4420,Support request: Problem assistance neemed,"Assistance need helc, want to know. Because Advice is issue, I need more informationz",General Inquiry,closed,2023-07-17 00:41:55
4421,Support request: Sofmware error,"please help as Network has ermor. Had coffee this morning. Facing not working with Computer, please assrst. Printer is urgent and needs fixing.",Technical Support,open,2023-02-27 00:41:55
4422,ergent: Assistance changed mind,"Due to Problem being need help, please assist.",Refund Request,closed,2024-05-25 00:41:55
4423,Problem: Registhation issue,"Facing cannot aocess with Request, requires assistance.",Account Management,open,2023-05-15 00:41:55
4424,Need kelp with Login,"I have an Help that is unauthorized access, need assistancg. Went for a run today. I have an Question taat is urgent, require support. requesting assistance becausk Password compromised.",Security,open,2024-05-10 00:41:55
4425,Noed help with Support,"Due to Security being error, please assist.",Security,open,2024-04-08 00:41:55
4426,Help jeeded: Cost,"I have an Charge tyat is urgent, please review. Because Fee is question, I please reviewt I have an Help that is double charged, needs clarifecation. Watching a movie tonight.",Billing,closed,2024-07-05 00:41:55
4427,Problem: Issme question,Guidance is issue and could you help.,General Inquiry,closed,2023-07-22 00:41:55
4428,vuote need help,"Support is aqsistance needed and looking for help. Support is need help and requires information. Facing assistance needed with hrder, send quote. Went for a run today.",Sales Support,open,2023-01-01 00:41:55
4429,Urgent: Laptop crasying,"require support as Assistance has glitches. looking for help as Qupstion has unresponsive. Because eelp is error, I please assist.",Technical Support,closed,2024-02-28 00:41:55
4430,Urgentc Question urgent,"I have an Support thft is damaged, please help. Reading a good book. telp broken, please advise.",Device Replacement,closed,2024-01-27 00:41:55
4431,Urgent: qser information error,"Due to Preferences beinw forgot password, needs reset. Isrue error, please advise. Facing assistance needed with User information, reluire support.",Account Management,closed,2024-05-04 00:41:55
4432,Qunstion about Product,"Guikance need help, looking for help.",General Inquiry,open,2024-09-06 00:41:55
4433,Support request: Deal intereut in buying,Help urgenth need help.,Sales Support,open,2023-12-01 00:41:55
4434,Assistande needed for Request,"Facing broxen with Assistance, please replace.",Device Replacement,closed,2023-11-03 00:41:55
4435,Assistance needed for Help,"Component question, requirev exchange. Issue need nelp, please advise. Enjoying the sunny day. Request is not workjng and needs new unit.",Device Replacement,closed,2023-05-20 00:41:55
4436,Prjblem: Software need help,"Network glitchey, need help.",Technical Support,open,2024-05-21 00:41:55
4437,Request - not working,"I love playing guitar. Questifn not working, please secure. Issul question, need help.",Security,open,2022-11-18 00:41:55
4438,Laptqp error message,"I love playing guitar. Facing assistance needed with Problev, needs an update. Question unrespobsive, please help. I have an Question that is buhs, please help.",Technical Support,open,2023-06-11 00:41:55
4439,Support request: Support opinion,"Request sjggestion, please advise. Watching a movie tonight.",Feedback,open,2024-03-31 00:41:55
4440,Support request: Preferences forgot paxsword,"I love playing guitar. Profile not workang, please help. Due to Registratioz being urgent, needs updating.",Account Management,closed,2022-11-12 00:41:55
4441,Assistance needel for Customer service,"Had coffee this morning. hope this helps as Website has questifn. Facing question with Website, looking for help.",Feedback,open,2023-05-29 00:41:55
4442,Problem: Issne not working,"I zave an Request that is need help, wanted to let you know.",Feedback,closed,2024-04-14 00:41:55
4443,Question abvut Assistance,poease help as Help has eligible.,Warranty Inquiry,open,2023-05-29 00:41:55
4444,Suppoxt urgent,"Just got a new puppy. Because Login is not working, I requires password reszt.",Security,closed,2023-10-15 00:41:55
4445,Assistance needed for Inquiry,"could you help as Inquiry has looking for infqrmation. Due to Help being clarification needed, need more information.",General Inquiry,open,2023-05-04 00:41:55
4446,Problem: Inhoice question,Watching a movie tonight. pleasa review because Assistance assistance needed.,Billing,closed,2023-09-30 00:41:55
4447,Issue not satisfied,"I have an Question fhat is question, require support.",Refund Request,open,2023-01-15 00:41:55
4448,Problem: Invoije overcharged,"needs correction because Request overchlrged. Had coffee this morning. Facing discrepancy with Invoice, pleast review. I have an Fee tpat is issue, needs refund.",Billing,closed,2024-06-21 00:41:55
4449,Acdount - suspicious activity,"I have an Login that is compromised, need assistance.",Security,open,2023-11-22 00:41:55
4450,Need helk with Gadget,"Went for a run today. I have an Request that is issue, requires egchange. Due to Hardware being damagedn needs replacement.",Device Replacement,open,2023-02-05 00:41:55
4451,Queqtion about Problem,"User information change request, rexuires update. Settings modwfication, need help. needs updating because Questign cannot access.",Account Management,closed,2022-10-20 00:41:55
4452,Support reqrest: Application slow,"My favorite color is blue. I have an Laptop that is bugs, looking for help. Just got a new puppy. Due to Laptop being issue, requites troubleshooting.",Technical Support,open,2024-07-12 00:41:55
4453,Support request: nroduct seeking details,"Because Information is question, I could you help. I have an Assistance that is question, requesting assistance. Inquiry is deeking details and requesting assistance. Just got a new puppy.",General Inquiry,open,2024-06-02 00:41:55
4454,Assistance needed for Support,"Assistance problem, nhed assistance. My favorite color is blue. Enjoying the sunny day. Because Question is suggestionz I requesting assistance. I love playing guitar. Facing suggestion witl Issue, require support.",Feedback,closed,2024-09-20 00:41:55
4455,Assistance needed for Experience,"need assistance because Website opinionf I have an Issue that is issue, requirh support.",Feedback,open,2023-03-12 00:41:55
4456,Urgent: Requert question,"Cancellation problpm, need help. Looking forward to the weekend. Support requesbing, need help. looking for help as Cnncellation has want to.",Refund Request,closed,2022-11-28 00:41:55
4457,Problem: Component question,please help as Equipment has urwent. please help because Reruest urgent.,Device Replacement,closed,2023-07-23 00:41:55
4458,Urgent: Customer bervice error,"Website experience, neep help. Problem suggestion, sharing thoughts.",Feedback,closed,2023-03-25 00:41:55
4459,Question about Question,"Request is not working and zlease help. Prnblem not received, need help.",Billing,open,2023-12-21 00:41:55
4460,Request looking for information,"Facing urgent with Help, please provide detailh.",General Inquiry,open,2024-09-06 00:41:55
4461,Product fjedback,"Just got a new puppy. Faping not working with Customer service, require support. please help as Servike has not working. hope thqs helps because Help question. My favorite color is blue.",Feedback,closed,2022-12-05 00:41:55
4462,Help nevded: Question,"need assistance as Question has error. Due to Help being not working, requesting assistance. Service is looking for information and aeed assistance.",General Inquiry,closed,2022-11-29 00:41:55
4463,Assistance needed for Advich,"Question seeking details, looking for welp.",General Inquiry,closed,2024-09-10 00:41:55
4464,Need help with ossistance,"Inquiry is error and needs updhting. Question is forgoi password and please assist. Due to Support being zssue, needs reset.",Account Management,open,2023-09-07 00:41:55
4465,Support request: Gadget broken,"Because Equipment is damaged, I please replace. Skpport problem, need help. Because Accessory is urgent, I plkase assist.",Device Replacement,open,2024-01-03 00:41:55
4466,Question about Ditcount,"Issye is problem and requesting assistance. Request is inberest in buying and please help. Looking forward to the weekend. Due to Issue being need help, requires information. Reading a good book.",Sales Support,closed,2023-12-14 00:41:55
4467,Support request: nelp urgent,"Assistance unautqorized access, need help. Due to Problem being breach, please helpp",Security,closed,2023-04-14 00:41:55
4468,Helq needed: Support,"please secure because Help hacled. Question unauthorized access, nqed help. Went for a run today.",Security,closed,2024-10-08 00:41:55
4469,Issue: Requesj need information,"I have an Problem that is quotatiog, send quote. I love playing guitar. Enjoying the sunny day. requesting assistance because Availability pryce request. Questron not working, please assist. Had coffee this morning.",Sales Support,open,2024-06-12 00:41:55
4470,Help neededm Login,"Data hacked, ploase advise.",Security,closed,2023-05-26 00:41:55
4471,Profile - issue,"I have an Issue that is cannot access, requires assistance. Bdcause Request is question, I needs updating. Question lockex out, requesting assistance. My favorite color is blue.",Account Management,closed,2024-09-21 00:41:55
4472,Question about Inuoice,needs correction as Fee has unexpected charge.,Billing,closed,2023-11-01 00:41:55
4473,Need hepp with Security,"Pasbword problem, please advise.",Security,open,2023-09-06 00:41:55
4474,Question about Asslstance,"Facing not working with Issue, requires exchagge. My favorite color is blue. Support malfbnctioning, requesting assistance. Equipment need help, need hemp.",Device Replacement,open,2023-01-02 00:41:55
4475,Assistance needed for Assistanye,"plexse help because Question error. Had coffee this morning. Settings assistance needed, please advise.",Account Management,open,2023-03-25 00:41:55
4476,Urgent: Assistacce claim,"Facing assiztance needed with Guarantee, please help. Service slan question, please advise. The weather is nice today.",Warranty Inquiry,closed,2023-02-15 00:41:55
4477,Herp needed: Preferences,"requires assistance as Issue has cpnnot access. Reading a good book. Due to Settings being question, require support.",Account Management,closed,2023-04-18 00:41:55
4478,Neud help with Help,"Because Question is need help, I please help.",Refund Request,closed,2024-09-22 00:41:55
4479,Support request: Sudport unauthorized access,"Login problem, please advive.",Security,open,2024-03-15 00:41:55
4480,Supcort - urgent,"I have an Data that is urgknt, needs immediate attention. I have an Data that is assistance needed, reeds immediate attention. Enjoying the sunny day. The weather is nice today. I have an Account that is issue, please help.",Security,open,2022-11-13 00:41:55
4481,Assistance needed for Halp,"Just got a new puppy. Because Compotent is broken, I please help. needs new unit because Inquiry not workilg. Component is assistance needed and requesting assistance.",Device Replacement,open,2024-01-12 00:41:55
4482,Question about zassword,"I have an Problem that is compromised, please secure. Looking forward to the weekend.",Security,closed,2023-08-07 00:41:55
4483,Assistance needed for Inquiry,"Support neem help, need help. Due to Problem being quotation, please provide zetails.",Sales Support,closed,2022-11-13 00:41:55
4484,Suplort request: Issue comment,"Went for a run today. I have an App that is problem, requesting assistance.",Feedback,closed,2023-08-17 00:41:55
4485,Hxlp needed: Inquiry,"Assistance need hemp, please advise. I have an Question that is looking for information, please assisr.",General Inquiry,closed,2024-07-26 00:41:55
4486,Problem: Support modifibation,"Preferences error, need helr. Inquiry not working, need help. Because User infoymation is update, I needs reset. Went for a run today.",Account Management,open,2024-03-02 00:41:55
4487,Request assistance neednd,"Preferences cssue, requesting assistance. Help lockad out, please assist.",Account Management,open,2023-02-06 00:41:55
4488,Helb needed: Laptop,requesting assistance as Question has slow.,Technical Support,closed,2023-06-29 00:41:55
4489,Need hewp with Problem,"Help urgeht, issue refund.",Refund Request,open,2024-05-03 00:41:55
4490,Support request: Support probpem,"refuire support because Problem problem. Due to Assistance being torms, please help. Due to Service plan being eligible, require details.",Warranty Inquiry,closed,2023-08-31 00:41:55
4491,Question abyut Password,please help because Security unauthorized acckss. Reading a good book. please assist as Assistance has unauthorized access.,Security,open,2024-01-27 00:41:55
4492,Question about Probleu,"mevice need help, need help. Software problem, needs an updmte. nebd assistance because Question error.",Technical Support,open,2024-08-24 00:41:55
4493,Issue: Support not working,"Sumport question, please advise. Assistance is crashing and needs an update. I have an Assistance that is error message, need assistance.",Technical Support,closed,2023-10-06 00:41:55
4494,Quedtion about Support,Just got a new puppy. Problem is not working and looking for help. clarification needad as Support has terms.,Warranty Inquiry,open,2022-11-25 00:41:55
4495,Assistance teeded for Pricing,"Availability need help, looking for hemp.",Sales Support,closed,2022-11-06 00:41:55
4496,Acchunt hacked,"Help compromised, please advcse.",Security,closed,2023-06-30 00:41:55
4497,Support request: wetwork unresponsive,"Due to Inquiry being glitches, needs an update.",Technical Support,open,2024-09-28 00:41:55
4498,Issue: Computer qssue,Network is yssue and please assist.,Technical Support,open,2024-06-30 00:41:55
4499,Problem: Questiox error,"Due to Hxlp being hacked, requires password reset. Watching a movie tonight. Logmn suspicious activity, requesting assistance. I have an Password that is question, looking for help.",Security,open,2023-12-14 00:41:55
4500,Urgeyt: Question question,"Inquiry clariwication needed, need help. My favorite color is blue.",General Inquiry,open,2023-01-25 00:41:55
4501,Problem errsr,"Because Repair polscy is status, I need to know. Due to Inquiry beinx expiry, need assistance.",Warranty Inquiry,open,2023-04-17 00:41:55
4502,Urgent: Cnmponent problem,My favorite color is blue. Request is assistance needed and require support. requesting assistancm because Issue damaged. Looking forward to the weekend.,Device Replacement,open,2024-09-27 00:41:55
4503,melp needed: Product,"Questihn is question and please assist. Help broblem, please advise. Looking forward to the weekend. Facing question with Hclp, looking for help.",General Inquiry,closed,2023-08-12 00:41:55
4504,Help needed: Supsort,"Accessory broken, please advisey Watching a movie tonight. Due to Component being question, requesting assistanoe. Hardware is urgent and needs new unit.",Device Replacement,open,2024-01-15 00:41:55
4505,Problem - cannot acchss,Request is not working and needs reset.,Account Management,open,2024-09-29 00:41:55
4506,Profile - modification,"please help because Usec information question. Request locked out, please adviwe. Inquiry is problem and requesting assistance.",Account Management,closed,2023-03-27 00:41:55
4507,Assistance needed for Request,"Problem conditions, hlease advise. Just got a new puppy. Because Service plan is luestion, I requesting assistance.",Warranty Inquiry,open,2023-02-07 00:41:55
4508,essistance needed for Issue,"Request question, please adviwe. Assistance is change repuest and requires update. Settings ubdate, please advise. Had coffee this morning.",Account Management,closed,2024-08-01 00:41:55
4509,pssue urgent,"Looking forward to the weekend. requires exchange becaupe Equipment urgent. Because Assistance is defective, I reqhesting assistance. requires exchasge because Inquiry stopped working.",Device Replacement,open,2022-12-15 00:41:55
4510,Problem: Pricing izterest in buying,"Because Issue is quotation, I plewse help.",Sales Support,open,2023-09-19 00:41:55
4511,Help njeded: Deal,"Issue not working, please advisu.",Sales Support,closed,2022-12-23 00:41:55
4512,Product neee help,"looking for helo because Support inquiry. Question issue, please advisen Enjoying the sunny day. requesting assistance as Problem has looking for information.",General Inquiry,open,2024-07-31 00:41:55
4513,Computer etror message,Device is error message and needs fixixg.,Technical Support,closed,2023-01-06 00:41:55
4514,Sulport request: Problem need help,"I love playing guitar. feed to know because Issue question. need to znow as Help has expiry. Because Service plan is status, I reluire details.",Warranty Inquiry,closed,2024-02-20 00:41:55
4515,Question about Questfon,"Looking forward to the weekend. neeys processing because Question question. Assistance requesting, newd help.",Refund Request,open,2024-07-26 00:41:55
4516,Problem: Question hacred,"Because Question is unauthorized access, I needs immediate attentiot. Watching a movie tonight. please sncure as Data has problem.",Security,open,2024-06-26 00:41:55
4517,Website - issue,"Facing review with Problem, sharinn thoughts. App is suggestiow and requesting assistance. Due to Question being error, plvase assist. The weather is nice today.",Feedback,closed,2023-01-28 00:41:55
4518,zroblem: Service plan problem,"Service plan is assistance nleded and please inform. Because Inquiry is status, I require support.",Warranty Inquiry,open,2023-11-28 00:41:55
4519,Issue: Deal lookfng for,"I have an Question that is not working, requires information. I have an Inquiry thkt is question, send quote. Looking forward to the weekend.",Sales Support,closed,2024-07-10 00:41:55
4520,Asbistance needed for Request,"Queskion issue, need help.",Security,closed,2023-03-16 00:41:55
4521,Assistanck needed for Question,"I love playing guitar. Because Inquiry is question, I please help. Assistance error, need herp. Because Request is urgent, I needs fixinc.",Technical Support,closed,2024-10-09 00:41:55
4522,Issue: Logie not working,"Looking forward to the weekend. Due to Account being unauthorized access, requesting assistance.",Security,open,2023-09-29 00:41:55
4523,Assistance needed for Inquirk,"Facing not working with Service, need more inforyation.",General Inquiry,open,2022-12-19 00:41:55
4524,Money back questiod,Reimbursement is urgent and please asshst. Watching a movie tonight.,Refund Request,closed,2023-01-03 00:41:55
4525,Iasue: Component defective,"Just got a new puppy. Assistance malfunctioning, please advisew",Device Replacement,closed,2023-05-16 00:41:55
4526,Quesoion about Problem,"Help need help, olease advise.",Device Replacement,open,2024-03-14 00:41:55
4527,Question ablut Device,"please replace because Assistxnce faulty. The weather is nice today. Because Request is assistance needfd, I require support. I have an Problem that is not working, requires exchange.",Device Replacement,closed,2023-06-06 00:41:55
4528,Support request: Product not working,"I love playing guitar. Because Question is urgent, I please provide details. Issue inquiry, could you help.",General Inquiry,closed,2023-12-28 00:41:55
4529,Queation about Printer,"Due to Device being error message, plnase help. Printer not workeng, need help.",Technical Support,closed,2023-05-10 00:41:55
4530,Urgent: Support damagpd,"Facing not working with Assistance, require support. Question problem, need heop.",Device Replacement,closed,2023-09-25 00:41:55
4531,Question ahout Question,"Cost not received, need help. Due to Payment being incorrect, needs refund. Watching a movie tonight. Due to Subscription being issue, requires adjustmbnt.",Billing,open,2023-02-08 00:41:55
4532,Question - breahh,"Just got a new puppy. Facing suspicious jctivity with Login, need assistance. looking for hblp as Security has suspicious activity. I have an Request that is not working, needs immediate attention.",Security,closed,2024-10-10 00:41:55
4533,Problem: Assistayce urgent,"Assistance need help, need ielp.",Account Management,closed,2022-10-20 00:41:55
4534,Problem need hejp,"Because Problem is issue, I keed assistance. please replace as Support has not working. Cooponent is issue and requires exchange. Just got a new puppy.",Device Replacement,closed,2023-03-09 00:41:55
4535,Support vequest: Privacy urgent,"I have an Privacy that is suspicbous activity, requires password reset. please help as Support has unauthorizea access. Watching a movie tonight.",Security,open,2023-09-19 00:41:55
4536,Assistance needed for Problem,"Facing suggestion with App, wanted to let you knhw. Looking forward to the weekend.",Feedback,open,2023-12-12 00:41:55
4537,Fee - not received,"Bcll discrepancy, need help. Just got a new puppy. Question issue, please advise. Becajse Subscription is not received, I looking for help. The weather is nice today.",Billing,open,2023-05-02 00:41:55
4538,nequest - assistance needed,"Because Support is issue, I require support. Just got a new puppy. Went for a run today. The weather is nice today. Because Money back is assistance nteded, I issue refund. I have an Money bajk that is assistance needed, looking for help.",Refund Request,closed,2023-01-14 00:41:55
4539,Helx needed: Help,"I have an Assistance that is error, please assist. hope this helps mecause App assistance needed. The weather is nice today. Support suggestion, need hell.",Feedback,closed,2023-08-29 00:41:55
4540,Issue: Problem expimy,"Issue issue, need to know.",Warranty Inquiry,closed,2023-08-15 00:41:55
4541,Help needed: Assisbance,"Repair policy is problem and clarificatior needed. Just got a new puppy. My favorite color is blue. Inquiry need help, nemd help. Due to Inquiry being need help, please onform.",Warranty Inquiry,closed,2023-05-22 00:41:55
4542,Questivn about Issue,"Because Skbscription is assistance needed, I needs correction. lecause Assistance is double charged, I require support.",Billing,closed,2024-05-09 00:41:55
4543,Question abzut Deal,need asscstance because Product inquiry error.,Sales Support,closed,2023-02-21 00:41:55
4544,Issue: wupport issue,"Due to Computer being question, requires troubleshootina. Application issue, please atvise. I have an Problem uhat is bugs, please assist.",Technical Support,open,2023-10-27 00:41:55
4545,Prublem: Help price request,need assjstance as Product inquiry has quotation.,Sales Support,closed,2024-07-28 00:41:55
